Student_ID,Gender,Age,Attendance_Percentage,Study_Hours,Previous_Grades,Parent_Education,Risk_Intervention_Level,Predicted_Exam_Score,Primary_Risk_Drivers,Action_Plan
STU1146,Male,18,96.84042157118895,2.5017548041406177,49.56116780500305,Master's,High,88,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1917,Male,18,91.23760413929526,3.6979960698652494,46.8976308653896,High School,High,88,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1148,Female,17,97.67957154960168,2.759339794728069,61.15373349657196,Associate's,Medium,88,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1389,Female,18,88.07798529454749,2.860462516663087,56.757217931669445,Associate's,Medium,88,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1545,Female,18,92.55671906135294,4.157942097202646,60.54485220853283,High School,Medium,88,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1970,Male,15,92.8101320404304,2.191087690030741,63.46006153708433,Bachelor's,Medium,88,Low study hours (<2.5 hrs/day),Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1004,Female,17,78.74154712932965,4.039382309453886,69.75559645350334,Associate's,Medium,89,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1459,Male,15,83.60574430888818,5.467145866240239,60.13515217896218,Bachelor's,Medium,89,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1941,Male,15,94.73525521385343,2.4212408182568788,57.85596916442974,Associate's,Medium,89,Low study hours (<2.5 hrs/day); Weak academic foundation (Previous grade <60),Enroll in supervised study hall (2 hours/week). Provide study planning guide. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1448,Female,17,84.2965912949914,2.717619683978689,61.61988428386989,Master's,Medium,89,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1599,Male,15,94.77625662422253,2.419340407098423,64.22584741912688,Associate's,Medium,89,Low study hours (<2.5 hrs/day),Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1920,Male,16,96.94679434950218,2.2794294904064487,63.01232283275945,Associate's,Medium,89,Low study hours (<2.5 hrs/day),Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1680,Female,17,92.1002372287392,2.8661431509215847,61.50432223022335,Bachelor's,Medium,89,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1889,Male,17,97.10807081872916,2.401215846293873,55.65366130340816,Master's,Medium,89,Low study hours (<2.5 hrs/day); Weak academic foundation (Previous grade <60),Enroll in supervised study hall (2 hours/week). Provide study planning guide. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1894,Male,15,80.17625365780297,6.362670694851419,49.267413648889104,Master's,High,89,Borderline attendance (75%-85%); Weak academic foundation (Previous grade <60),Counselor check-in to identify attendance obstacles. Attendance target set. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1673,Male,18,88.61323223813608,3.398666068116249,62.77538087377962,Bachelor's,Medium,89,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1243,Female,17,93.58654160839708,2.42300118196456,58.95629695619273,Master's,Medium,89,Low study hours (<2.5 hrs/day); Weak academic foundation (Previous grade <60),Enroll in supervised study hall (2 hours/week). Provide study planning guide. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1188,Female,15,94.42848604988592,3.075307014729567,64.75224136071331,Associate's,Medium,89,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1630,Male,16,94.80870560436878,5.96752345526329,58.981454684683925,High School,Medium,89,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1488,Male,17,87.44019823634333,3.1896208159395982,60.39742168843178,Master's,Medium,89,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1355,Male,16,98.31118201722008,3.745476515911635,60.26666146849379,High School,Medium,89,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1339,Male,15,92.61771681146396,3.888549237666301,59.11847106356765,High School,Medium,89,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1121,Female,18,92.85815086313526,3.836042372316366,58.70576616532187,High School,Medium,90,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1788,Male,17,82.55076339914729,4.6542739849205965,60.27314773542287,High School,Medium,90,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1971,Female,15,95.54454878015146,2.542989338560064,63.63546358368693,Master's,Medium,90,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1653,Female,16,93.83310127827252,3.009508957703196,53.534431474092,Associate's,High,90,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1740,Male,16,79.96850371880902,3.888549237666301,59.79739217342586,Associate's,Medium,90,Borderline attendance (75%-85%); Weak academic foundation (Previous grade <60),Counselor check-in to identify attendance obstacles. Attendance target set. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1171,Female,17,94.04262462873167,3.358013038287264,63.669879169375776,Bachelor's,Medium,90,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1585,Female,18,95.20579898096416,2.942560902565348,60.79495516631884,Bachelor's,Medium,90,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1333,Male,15,91.37326936293036,3.53933660411301,63.07368733052501,Associate's,Medium,90,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1594,Male,15,78.01527227711141,2.6436940460029232,72.61894907431645,Associate's,Medium,90,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1586,Male,15,92.55671906135294,1.579860481750701,63.30115161810248,Master's,Medium,90,Low study hours (<2.5 hrs/day),Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1018,Female,16,82.82498074043302,2.6367150691661028,79.84599867674855,Bachelor's,Medium,90,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1593,Male,15,93.52872301291794,6.394714115842171,58.529422913947,High School,Medium,90,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1116,Female,16,95.43838622343554,3.551868555971949,60.790149515405496,High School,Medium,90,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1014,Male,15,96.46961059902917,3.0033187675459176,63.38514128508946,Master's,Medium,90,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1821,Female,15,90.36580973303828,2.4080283544781818,62.13197434376731,Master's,Medium,90,Low study hours (<2.5 hrs/day),Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1906,Female,15,89.00766377718689,5.921699257712222,60.00421338822932,Bachelor's,Medium,90,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1245,Male,17,100.0,5.08907055659241,52.07866488103487,Associate's,High,90,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1597,Female,16,88.99401813019728,3.480971098425516,64.92731286179469,High School,Medium,90,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1204,Female,16,83.59735925311685,2.436916465561346,86.2375324479639,High School,Medium,90,Borderline attendance (75%-85%); Low study hours (<2.5 hrs/day),Counselor check-in to identify attendance obstacles. Attendance target set. | Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1359,Female,16,92.33185313080232,3.4443667040937203,62.72170837816046,Master's,Medium,90,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1094,Female,16,93.884670242749,5.28170080416916,40.0,Master's,High,91,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1649,Female,17,96.56023407836508,2.9126997445008924,61.13052745677855,Bachelor's,Medium,91,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1383,Female,18,94.79657516713766,2.807673035759753,62.17995019996496,Associate's,Medium,91,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1502,Female,16,78.24058773378846,2.9012308157462403,88.38627576487426,Associate's,Medium,91,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1032,Male,16,85.97760454966003,4.7558833979667785,59.14430006794831,Associate's,Medium,91,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1335,Male,18,96.14416576291262,2.859291893139273,62.77270050127293,Master's,Medium,91,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1233,Female,15,97.91861189742951,3.2150231976234487,63.19748204283182,Bachelor's,Medium,91,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1346,Female,16,90.75995093133086,3.888549237666301,63.297075880346576,Bachelor's,Medium,91,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1394,Female,16,93.95162984780622,2.596613839459689,56.6608484489091,Bachelor's,Medium,91,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1134,Male,15,93.27571125663336,4.25727799753878,52.05462343738272,Associate's,High,91,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1259,Female,15,83.87076094331773,3.26542455716448,70.61508794160258,Master's,Medium,91,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1623,Male,16,90.19565430973093,6.6694658601063335,55.95857758699584,Associate's,Medium,91,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1422,Female,16,85.95099247305538,4.20421059152745,64.56436291300243,Associate's,Medium,91,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1190,Male,17,85.15377675295305,5.150935478668578,47.58381992766393,Bachelor's,High,91,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1225,Male,16,82.86884076061634,3.9288606642805752,82.36285630962975,Bachelor's,Medium,92,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1697,Male,15,78.66892209091512,4.961090507641677,63.81226713351443,Associate's,Medium,92,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1587,Male,17,95.6859221356296,4.030016226166116,61.25344938339232,High School,Medium,92,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1497,Female,17,97.5072303422938,4.122049553572528,55.17364817092748,Associate's,Medium,92,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1431,Male,16,95.1872213317238,1.5584790270529212,59.297180660921725,Master's,Medium,92,Low study hours (<2.5 hrs/day); Weak academic foundation (Previous grade <60),Enroll in supervised study hall (2 hours/week). Provide study planning guide. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1519,Female,15,92.8373620607685,4.598421405243751,59.12333724451288,Bachelor's,Medium,92,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1929,Female,17,94.32461403496328,3.969950637211425,51.04353024451584,Master's,High,92,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1660,Female,16,96.77652255057392,3.6091095965966087,61.67391298679741,Bachelor's,Medium,92,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1337,Female,15,91.98325645750444,4.072523879543061,64.84075974109975,High School,Medium,92,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1755,Male,18,97.74141517906116,4.364043555063131,54.22263624416651,Associate's,High,92,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1264,Female,16,91.4247324594963,4.967462624837184,60.03711647603532,Associate's,Medium,92,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1648,Female,17,96.4188576483774,3.9811954287107287,64.27877919563667,High School,Medium,92,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1977,Female,16,87.84656024019017,5.155257498594945,50.87684999303989,High School,High,92,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1478,Female,17,90.3376975660746,3.888549237666301,59.73436507351653,Associate's,Medium,92,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1838,Male,16,93.57875238454383,6.5123915299087285,59.8084840416652,High School,Medium,92,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1844,Female,17,97.79337121167032,4.973698088994226,60.0012564930228,High School,Medium,93,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1236,Female,16,84.2664422831489,4.492624812256638,69.43587877356165,High School,Medium,93,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1397,Female,16,91.47118035359436,4.5322905573552585,58.677734422170914,Bachelor's,Medium,93,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1794,Female,17,95.41179129852868,3.888549237666301,64.35845878140532,High School,Medium,93,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1244,Male,17,88.42318558398821,5.012423984099819,52.51477977540507,Associate's,High,93,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1447,Female,17,91.87066254491928,4.886238814529065,50.80081536703261,Master's,High,93,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1096,Female,15,83.89412529614413,4.660870875038589,72.35993086431812,High School,Medium,93,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1762,Male,17,94.08638036503616,3.888549237666301,59.3353653438992,Bachelor's,Medium,93,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1791,Male,15,93.22330806515612,4.630742217768811,61.061880375877536,High School,Medium,93,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1732,Female,17,99.86752069045984,3.4315355892141444,61.13015784692589,Master's,Medium,93,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1052,Female,16,84.47288082834106,2.3127982872279835,77.25388519492287,Associate's,Medium,93,Borderline attendance (75%-85%); Low study hours (<2.5 hrs/day),Counselor check-in to identify attendance obstacles. Attendance target set. | Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1175,Female,17,98.61473882467934,3.948186475186501,42.25634257046492,Master's,High,93,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1124,Male,17,98.7408539787566,5.684045221352891,56.824978624825135,High School,Medium,93,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1263,Male,16,93.28915669841432,2.324358192026456,62.7010015952728,Associate's,Medium,93,Low study hours (<2.5 hrs/day),Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1367,Female,17,84.04964711738394,5.920785285507148,53.67217215098663,High School,High,93,Borderline attendance (75%-85%); Weak academic foundation (Previous grade <60),Counselor check-in to identify attendance obstacles. Attendance target set. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1122,Female,18,95.30965876798714,5.153165972297864,49.5032606332631,Associate's,High,93,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1853,Male,18,94.80993726370023,4.361395796891904,61.52420086379368,Associate's,Medium,93,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1525,Female,16,97.83068658023782,5.456412194416897,54.07883116758329,Associate's,High,93,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1277,Female,15,83.73865491397633,3.68779301477071,84.44953324210766,High School,Medium,93,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1248,Female,15,95.69291991779862,5.232928605455801,58.54983415721316,High School,Medium,94,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1984,Male,16,90.62088585023972,5.296514875229501,63.25524728815173,High School,Medium,94,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1544,Female,16,97.34835906343817,5.9181174334941655,52.52701913612982,High School,High,94,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1513,Female,18,97.45919744096702,4.682832408949086,53.85592425526109,Bachelor's,High,94,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1905,Male,17,93.11068225382157,4.021565841537169,56.839162049452725,Bachelor's,Medium,94,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1704,Male,16,95.5069847762293,5.382874734020721,54.00158832884979,High School,High,94,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1847,Male,15,77.42163296562259,6.220868923650035,66.00192483118003,Associate's,Medium,94,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1749,Female,17,100.0,5.328490974632184,61.63851315373928,Associate's,Medium,94,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1303,Female,15,81.85520083598644,3.748352439938134,100.0,High School,Medium,94,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1759,Female,15,96.36347517960236,6.32039680840921,51.23392669657092,High School,High,94,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1423,Male,15,90.62053772606318,5.883406521291514,61.42422405212707,Associate's,Medium,94,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1349,Male,18,92.79828835308828,5.228037872404461,58.59760833680466,High School,Medium,94,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1437,Male,16,94.65155410874334,4.344010053865869,45.097243742702055,Bachelor's,High,94,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1025,Male,18,96.1028898126188,6.200549684970202,55.45950633215175,High School,Medium,94,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1606,Male,16,82.90680671270184,7.007000194095691,64.66958666151439,High School,Medium,94,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1806,Female,17,95.58351728317685,5.913090207401005,49.08634778518492,Associate's,High,94,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1380,Male,16,88.10704796210206,4.943532070912168,63.07540697646603,Bachelor's,Medium,94,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1151,Female,17,80.01748117556295,3.781032319244773,86.96862350369595,Associate's,Medium,94,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1402,Female,15,96.85238271231904,5.8831026195232585,62.571597349459886,Bachelor's,Medium,95,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1483,Male,16,82.3224257762287,6.506613677855181,78.45020552367771,Bachelor's,Medium,95,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1481,Female,17,84.10236662399619,5.361437510524167,60.65134094977833,Bachelor's,Medium,95,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1189,Female,16,92.66238679119203,7.060587422133198,58.78219491627652,High School,Medium,95,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1634,Female,17,92.76603503261174,5.903510619069054,57.076979066313584,Bachelor's,Medium,95,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1147,Female,17,83.96970149920278,5.7957933487311415,60.99356783842036,Associate's,Medium,95,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1733,Female,16,94.7078144773235,4.766212406724521,62.26135747828483,High School,Medium,95,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1210,Male,18,92.55671906135294,8.165055538409657,62.89822081050228,High School,Medium,95,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1110,Male,15,79.59663707774777,4.424661203945103,86.11788525162038,Bachelor's,Medium,95,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1878,Female,16,91.13014602394664,4.371762017612855,64.75216968940948,Associate's,Medium,95,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1452,Female,17,91.29476554211364,5.728594801302185,55.13661735294133,Associate's,Medium,95,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1640,Male,18,93.6542731486604,6.90728127077767,47.63228915128676,Associate's,High,95,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1945,Male,17,94.32380451951389,6.629235094874492,61.75587110054475,High School,Medium,95,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1382,Female,16,96.18946963055714,6.038743919427526,56.466079741703865,High School,Medium,96,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1983,Male,16,97.82729591851016,6.562404429580622,59.88054956788608,High School,Medium,96,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1143,Female,17,92.14326536709105,7.530903047687329,48.8205122738775,Associate's,High,96,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1486,Female,16,84.21631518493135,6.354551539120056,66.40134037407697,High School,Medium,96,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1598,Male,15,97.08336004273193,6.875287824796381,54.12562375943644,High School,High,96,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1039,Female,15,87.78913040422202,6.835166891670598,61.92370007566503,High School,Medium,96,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1819,Male,17,96.79451331954688,5.227712216858292,56.11661521813153,Master's,Medium,96,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1870,Female,17,97.79668656240776,7.156819360310958,63.760089489920176,High School,Medium,96,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1858,Male,16,84.35700536584163,3.445312667052685,81.40867245900428,High School,Medium,96,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1522,Male,18,77.59826866415403,4.591886826947979,78.69004585240604,Master's,Medium,96,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1501,Female,16,96.49048420804148,6.52235983137733,58.67295169571948,Associate's,Medium,96,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1432,Female,16,78.63851548872266,6.202687697616846,83.80708244693342,High School,Medium,96,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1992,Female,15,92.31713798673496,5.979420923143898,62.41752582529487,Bachelor's,Medium,97,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1250,Female,17,91.80637079383376,6.878616490085099,56.58244608081837,Bachelor's,Medium,97,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1846,Male,15,93.5321108296768,6.758863425571048,51.82925900704211,Bachelor's,High,97,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1496,Male,17,96.04618402048332,5.651177893844898,63.7295514349796,Master's,Medium,97,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1965,Male,16,83.27067154494421,6.796293125155367,71.96070745133012,High School,Medium,97,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1861,Female,17,82.11077714658185,7.445635409936941,83.61630091044701,Associate's,Medium,97,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1442,Female,15,97.88074017149737,5.665009357911163,62.75055116351668,Associate's,Medium,97,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1990,Female,17,91.69422418114604,6.627882304857049,61.038898484192366,Bachelor's,Medium,97,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1602,Male,16,92.77788725924194,6.734137395952409,57.43955915702502,High School,Medium,97,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1560,Female,18,96.244638166499,5.172857025787566,56.573945723665176,Bachelor's,Medium,97,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1566,Female,16,84.81554427662253,3.2974950828938736,88.68399820238605,Bachelor's,Medium,97,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1873,Female,16,95.334500401216,7.29481029585094,62.485636739132175,High School,Medium,97,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1860,Male,17,93.8411399728152,6.973071791126763,56.83343005111067,Bachelor's,Medium,97,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1183,Female,17,83.18321428964023,7.34098677667946,75.63153157835778,High School,Medium,97,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1268,Female,16,91.00432006082173,5.993840224648482,64.55119504076933,Associate's,Medium,97,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1445,Female,18,94.26913880760992,8.374028691842042,40.0,High School,High,98,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1023,Male,18,96.56285876408514,6.722843628800003,54.15168099929109,High School,High,98,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1319,Male,15,83.74627414747165,4.3421004697587335,86.99709085857548,Associate's,Medium,98,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1979,Female,18,84.35433230821849,4.051889240771674,81.66696569436873,Associate's,Medium,98,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1111,Male,17,83.8675836824103,7.575780334915757,62.73948375529956,High School,Medium,98,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1973,Female,16,97.4277045989758,7.230690191688559,59.24060388275408,Bachelor's,Medium,98,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1255,Male,17,84.94643521929954,7.121521176895547,69.66984315284563,Bachelor's,Medium,98,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1463,Female,15,88.77576673855758,7.5397980061521634,51.41657739056401,Associate's,High,98,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1712,Female,15,95.219674427464,5.437247469507167,64.3062403865656,Bachelor's,Medium,98,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1444,Male,16,84.52276622826577,10.0,61.24000206799942,High School,Medium,98,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1454,Female,16,92.72790637419745,9.439145739734125,57.25505693097374,Associate's,Medium,98,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1663,Female,18,89.2467898480642,10.0,60.371387381549,High School,Medium,98,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1135,Female,17,84.43161585793504,4.377076297727264,79.4359574179491,Master's,Medium,98,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1492,Female,16,95.89762567104174,7.05491310458447,59.90406913357811,High School,Medium,99,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1242,Female,17,95.92849495992604,9.083637751010212,50.75706988829417,High School,High,99,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1404,Female,17,74.77699668780808,9.653530759789623,78.74686871709919,Master's,High,99,Critical low attendance (<75%),Mandatory attendance review meeting with parents. Daily attendance check-ins.
STU1777,Male,17,99.59946580729934,7.389255359348565,64.43306205220416,Associate's,Medium,99,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
